answer_id,participant_id,music_id,answer,original_answer,timestamp,favorite,translated_to_english,performer,piece_name,performance_name
485,50,50,"calm, modest, pure","calm, modest, pure",2018-04-01 02:55:04,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
535,51,50,romantic,romantic,2018-04-03 11:07:37,1.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
733,72,50,"ponderous, melancholic, slow","ponderous, melancholic, slow",2018-04-05 13:12:36,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
758,73,50,insincere,insincere attempt and emoting,2018-04-05 15:03:21,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
819,61,50,"rounded, mellow, dreamy, wistful, romantic, stretched-out","rounded, mellow, dreamy, wistful, romantic, stretched-out",2018-04-07 15:26:58,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
831,78,50,"loose, controlled_with_expression",Loose yet controlled with expression ,2018-04-08 07:40:14,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
886,82,50,waterfall,waterfall,2018-04-09 09:56:31,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
951,89,50,"bright, clear","bright, clear",2018-04-13 19:35:54,1.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
976,97,50,too_slow,Zu langsam ,2018-04-18 21:56:32,0.0,too_slow,Uchida,mozart,50_10_3_1_Mozart_Uchida
1008,100,50,good,Good,2018-04-19 09:40:37,1.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1038,101,50,tired,tired,2018-04-19 11:27:21,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1137,119,50,"sterile, plain, little_remarkable_shaping","steril, schlicht, wenig auffällige Gestaltung, ",2018-04-22 17:36:54,0.0,"sterile, plain, little_remarkable_shaping",Uchida,mozart,50_10_3_1_Mozart_Uchida
1146,120,50,"slow, dreamy","langsam, verträumt",2018-04-22 21:00:23,0.0,"slow, dreamy",Uchida,mozart,50_10_3_1_Mozart_Uchida
1172,123,50,"greasy, romanic, corny","Schmierig, romanisch, kitschig",2018-04-23 11:54:49,0.0,"greasy, Romanic, corny",Uchida,mozart,50_10_3_1_Mozart_Uchida
1195,124,50,"brittle, fragile, sensitive, expressive","zerbrechlich, fragil, sensibel, ausdrucksvoll",2018-04-25 09:55:05,1.0,"brittle, fragile, sensitive, expressive",Uchida,mozart,50_10_3_1_Mozart_Uchida
1233,130,50,"gentle, delicate","gentle, delicate",2018-05-02 18:25:42,1.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1433,146,50,"slow, balanced","slow, balanced",2018-07-06 14:14:47,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1555,156,50,russian_pianist_(richter),Russian Pianist (Richter)? or ,2018-08-28 14:24:52,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1610,160,50,"nostalgic, emotionally-rich","nostalgic, emotionally-rich",2018-09-17 14:57:28,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1675,161,50,sad,sad,2018-10-06 23:01:31,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1747,168,50,very_slow,very slow,2019-02-04 15:14:06,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1845,181,50,quiet,quiet,2019-10-14 07:54:30,1.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
1953,188,50,with_great_sensitivity,with great sensitivity - i love mozart,2020-03-01 15:06:20,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
2059,194,50,"clean, shiny, moderate, transparent","clean, shiny, moderate, transparent",2020-03-31 18:25:02,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
2098,192,50,"cantabile, natural_flow, articulation, elegant","cantabile, with natural flow and articulation, elegant",2020-03-31 19:48:13,0.0,,Uchida,mozart,50_10_3_1_Mozart_Uchida
97,7,51,dainty,dainty,2018-02-16 14:18:15,,,Gulda,mozart,51_10_4_1_Mozart_Gulda
195,16,51,naive,naively,2018-03-04 13:59:19,,,Gulda,mozart,51_10_4_1_Mozart_Gulda
363,46,51,lullaby,убаюкивающая,2018-03-25 12:41:41,0.0,lullaby,Gulda,mozart,51_10_4_1_Mozart_Gulda
421,47,51,"soft, short, ornate, showoff, flamboyant","Soft, short, ornate, showoff, flamboyant",2018-03-26 15:32:47,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
454,49,51,"soft, quiet, tender, singing, emotional, easy, airy","weich, leise, zart, singend, gefühlvoll, locker, luftig",2018-03-29 19:32:20,1.0,"soft, quiet, tender, singing, emotional, easy, airy",Gulda,mozart,51_10_4_1_Mozart_Gulda
486,50,51,"dreamy, playful, ","dreamy, playful, ",2018-04-01 02:55:04,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
536,51,51,"slow, tender, marcato","slow, tender, marcato",2018-04-03 11:07:37,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
734,72,51,"ornamented, exaggerated, stylistically_atypical","ornamented, exaggerated, stylisticaly atypical",2018-04-05 13:12:36,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
759,73,51,"expressive, elastic","expressive, elasticity of timings and dynamics",2018-04-05 15:03:21,1.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
820,61,51,"distant, rounded, playful, ornamented, imaginative, improvisatory","distant, rounded, playful, ornamented, imaginative, improvisatory",2018-04-07 15:26:58,1.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
832,78,51,"studiously_controlled, surprising_with_nuances, almost_sloppy_but_in_total_control",Studiously controlled but surprising with nuances - almost sloppy but in total control ,2018-04-08 07:40:14,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
887,82,51,mountain,mountain,2018-04-09 09:56:31,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
952,89,51,"mellow, soft","mellow, soft",2018-04-13 19:35:54,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
977,97,51,with_feeling,Mit Gefühl ,2018-04-18 21:56:32,1.0,with_feeling,Gulda,mozart,51_10_4_1_Mozart_Gulda
1009,100,51,accents_a_little_bit_too_romantic,"A little bit too romantic, the accents.. ",2018-04-19 09:40:37,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1039,101,51,"hidden, damped","hidden, damped",2018-04-19 11:27:21,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1147,120,51,"witty, suspenseful, original, playful, dynamic, individual","geistreich, spannend, originell, verspielt, dynamisch, individuell",2018-04-22 21:00:23,1.0,"witty, suspenseful, original, playful, dynamic, individual",Gulda,mozart,51_10_4_1_Mozart_Gulda
1173,123,51,"subtle, playful","Dezent, verspielt",2018-04-23 11:54:49,0.0,"subtle, playful",Gulda,mozart,51_10_4_1_Mozart_Gulda
1196,124,51,"tonally_delicate, robustly_shaping","klanglich fein, robust gestaltend",2018-04-25 09:55:05,0.0,"tonally_delicate, robustly_shaping",Gulda,mozart,51_10_4_1_Mozart_Gulda
1234,130,51,"peaceful, humble, graceful","peaceful, humble, however graceful",2018-05-02 18:25:42,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1383,138,51,depressive,depressive,2018-05-24 15:57:29,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1434,146,51,"soft, interesting","soft, interesting",2018-07-06 14:14:47,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1556,156,51,decadent_pianist,Decadent pîanist,2018-08-28 14:24:52,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1611,160,51,"lush, indulgent, seductive","lush, indulgent, seductive",2018-09-17 14:57:28,1.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1676,161,51,gentle,gentle,2018-10-06 23:01:31,1.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1748,168,51,"slow, flat, playful","slow, flat, playful",2019-02-04 15:14:06,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1846,181,51,invisible,invisible,2019-10-14 07:54:30,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
1954,188,51,"very_authentic, nice, sounds_like_pogorelich",very authentic and nice - sounds like pogorelich - i love mozart,2020-03-01 15:06:20,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
2060,194,51,"slow, legato, muffled, distant, ornamented","slow, legato, muffled, distant, ornamented",2020-03-31 18:25:02,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
2099,192,51,"original, ornamented, varied, with_good_flow, a_sense_of_direction","original, ornamented and varied, with good flow and a sense of direction ",2020-03-31 19:48:13,0.0,,Gulda,mozart,51_10_4_1_Mozart_Gulda
98,7,52,"brisk, perky","brisk, perky",2018-02-16 14:18:15,,,Gould,mozart,52_10_5_1_Mozart_Gould
196,16,52,playful,playful,2018-03-04 13:59:19,,,Gould,mozart,52_10_5_1_Mozart_Gould
364,46,52,alluring,заманчивая,2018-03-25 12:41:41,1.0,alluring,Gould,mozart,52_10_5_1_Mozart_Gould
422,47,52,"frenetic, mechanical, sameness ","Frenetic, mechanical, sameness ",2018-03-26 15:32:47,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
455,49,52,"nervous, uniform, cold, , unround, mechanical, unfeeling, hard","nervös, gleichförmig, kalt, , unrund, mechanisch, gefühllos, hart",2018-03-29 19:32:20,0.0,"nervous, uniform, cold, , unround, mechanical, unfeeling, hard",Gould,mozart,52_10_5_1_Mozart_Gould
487,50,52,"hasty, galloping, without_passion","hasty, galopping, without passion",2018-04-01 02:55:04,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
537,51,52,"fast, mechanical","fast, mechanical",2018-04-03 11:07:37,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
735,72,52,"accentuated, staccato, comic-like, fast","accentuated, staccato, comic-like, fast",2018-04-05 13:12:36,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
760,73,52,trying_to_make_a_joke_out_of_a_lyrical_gesture,trying to make a joke out of a lyrical gesture,2018-04-05 15:03:21,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
821,61,52,"light, vigorous, staccato, playful, energetic","light, vigorous, staccato, playful, energetic",2018-04-07 15:26:58,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
888,82,52,lake,lake,2018-04-09 09:56:31,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
953,89,52,"carefree, happy_hands","care-free, left-hand is so happy = = right-hand too.",2018-04-13 19:35:54,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
978,97,52,left_hand_too_short,"Linke Hand zu kurz, ",2018-04-18 21:56:32,0.0,left_hand_too_short,Gould,mozart,52_10_5_1_Mozart_Gould
1010,100,52,"accompaniment_way_too_loud, wrong_speed_for_a_second_movement",Accompaniament way too loud; Wrong speed for a second movement ,2018-04-19 09:40:37,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1040,101,52,"stressed_out, mechanical","stressed-out, mechanic",2018-04-19 11:27:21,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1139,119,52,"fastest_recording, left_hand_sounds_very_technical, phrases_are_hardly_developed","schnellste Aufnahme, linke Hand klingt sehr technisch, Phrasen sind auch wenig ausgestaltet",2018-04-22 17:36:54,0.0,"fastest_recording, left_hand_sounds_very_technical, phrases_are_hardly_developed_too",Gould,mozart,52_10_5_1_Mozart_Gould
1148,120,52,"fast, playful, dry","schnell, verspielt, trocken",2018-04-22 21:00:23,0.0,"fast, playful, dry",Gould,mozart,52_10_5_1_Mozart_Gould
1174,123,52,annoying,Nervig,2018-04-23 11:54:49,0.0,annoying,Gould,mozart,52_10_5_1_Mozart_Gould
1197,124,52,"cheeky, irreverent, overly_pointed, ironical, idiosyncratic, tonally_clear","frech, respektlos, überpointiert, ironisch, eigenwillig, klanglich klar",2018-04-25 09:55:05,0.0,"cheeky, irreverent, overly_pointed, ironical, idiosyncratic, tonally_clear",Gould,mozart,52_10_5_1_Mozart_Gould
1235,130,52,"pretending_to_be_happy, as_in_trying_to_show_everybody_how_the_music_is_interesting_but_in_reality_it_is_really_bored","pretending to be happy, as in trying to show everybody how the music is interesting, but in reality, it is really bored.",2018-05-02 18:25:42,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1384,138,52,happy_mood,happy mood,2018-05-24 15:57:29,1.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1435,146,52,"fast, mechanical, abrupt","fast, mechanical, abrupt",2018-07-06 14:14:47,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1557,156,52,"machine, mechanical_pianist",Machine or mechanical pianist,2018-08-28 14:24:52,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1612,160,52,"plain, no_surprise","plain, no surprise",2018-09-17 14:57:28,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1677,161,52,agitated,agitated,2018-10-06 23:01:31,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1749,168,52,"fast, hectic, unrelaxed","fast, hectic, unrelaxed",2019-02-04 15:14:06,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1847,181,52,noisy,noisy,2019-10-14 07:54:30,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
1955,188,52,"horrible, bad_touch","horrible, bad touch - i love mozart",2020-03-01 15:06:20,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
2061,194,52,"dry, playful, rushed, clean","dry, playful, rushed, clean",2020-03-31 18:25:02,0.0,,Gould,mozart,52_10_5_1_Mozart_Gould
2100,192,52,"playful, joking, lively, surprisingly_not_rushed, new, out_of_the_box,","playful and joking, lively but surprisingly not rushed, new, out of the box,",2020-03-31 19:48:13,1.0,,Gould,mozart,52_10_5_1_Mozart_Gould
105,7,24,"peeking_out_from_under_a_blanket, peeking_around_the_corner, peeking, exciting","peeking (out from under a blanket; around the corner), exciting",2018-02-16 14:26:05,,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
137,10,24,thrilling,thrilling,2018-02-19 07:45:40,,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
173,16,24,melodious,melodical,2018-03-04 13:46:56,,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
377,46,24,"travesty, sarcastic",пародийная,2018-03-25 12:51:06,0.0,"travesty, sarcastic",Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
428,47,24,"slow, pensive, angry, loud, soft","Slow, pensive, angry, loud, soft",2018-03-26 15:40:05,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
442,49,24,"soft, clear, slightly_artificial","weich, klar, leicht künstlich",2018-03-29 19:14:49,0.0,"soft, clear, slightly_artificial",Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
525,50,24,mechanical,mechanical,2018-04-01 12:07:13,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
656,66,24,aksak_in_dynamics,aksak (not in rhythm but in level dynamics),2018-04-05 06:28:59,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
673,71,24,withheld,withheld,2018-04-05 10:04:03,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
727,72,24,"exciting, expressive, accentuated","exciting, expressive, accentuated",2018-04-05 13:06:20,1.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
781,73,24,holding_back,holding back,2018-04-05 15:14:00,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
898,86,24,"mysterious, tense","mysterious, tense",2018-04-10 11:16:54,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
930,89,24,"cumulatively_passionate, calm",cumulatively passionate->calm,2018-04-13 19:10:51,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1011,100,24,heavily_played,Heavy played,2018-04-19 09:43:54,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1048,101,24,distant,distant,2018-04-19 11:54:57,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1065,102,24,mellifluous,wohlklingend,2018-04-19 14:46:10,1.0,mellifluous,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1089,106,24,"energetic, with_high_expression ","energetic, with high expression, ",2018-04-20 07:34:57,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1256,131,24,"colorfully_rising_expectation, legato","Colorfully rising expectation, legato",2018-05-02 22:12:42,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1297,135,24,"maybe_too_slow, ",maybe too slow because the fluent interrrupts ,2018-05-14 05:32:49,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1301,136,24,like_a_person_who_is_drunk_and_can't_control_himself_to_walk,"like a person, who is drunk and can't control himself to walk",2018-05-23 22:01:34,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1391,146,24,"graceful, accurate","graceful, accurate",2018-07-06 12:26:49,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1436,148,24,sad,sad,2018-07-16 11:04:57,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1526,155,24,"soft_start, slowly_accelerating, generally_quieter, last_two_notes_very_energetic ","soft start, slowly accerating, generally quieter but last two notes very energetic, ",2018-08-23 19:14:10,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1530,155,24,"calmer, slower, considerate","calmer, slower, considerate",2018-08-26 10:09:57,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1576,157,24,"a_little_bit_mechanic, not_nuanced","A little bit mechanic, not nuanced",2018-08-29 14:20:34,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1631,160,24,slow_introduction,slow introduction,2018-09-17 15:21:24,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1648,161,24,slow_build_up,slowly build up,2018-10-06 20:36:22,1.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1760,177,24,"exciting, scary, with_tension","exciting, scary,  with tension",2019-06-26 08:25:41,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1834,181,24,waved,waved,2019-10-14 07:19:52,1.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
1938,188,24,human_sound,human sound alike,2020-03-01 14:54:57,1.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
2030,192,24,"legato, contrasting_dynamics, dramatic, a_bit_heavy","legato, contrasting dynamics, dramatic and a bit heavy",2020-03-31 18:02:13,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
2073,194,24,"reverberating, expressive","reverberating, expressive",2020-03-31 18:47:42,0.0,,Bavouzet,liszt,24_6_1_1_Liszt_Bavouzet_Cut1_00.54-01.30
106,7,25,hurried,hurried,2018-02-16 14:26:05,,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
136,10,25,aggressive,aggressive,2018-02-19 07:45:40,,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
171,16,25,powerful,powerful,2018-03-04 13:46:56,,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
378,46,25,anxious,тревожная,2018-03-25 12:51:06,0.0,anxious,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
429,47,25,"loud, soft","Loud, soft",2018-03-26 15:40:05,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
443,49,25,"clanking, cold, nervous","klirrend, kalt, nervös",2018-03-29 19:14:49,0.0,"clanking, cold, nervous",Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
526,50,25,dry,dry,2018-04-01 12:07:13,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
657,66,25,"full, sonorous","full, sonorous",2018-04-05 06:28:59,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
674,71,25,erratic,erratic ,2018-04-05 10:04:03,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
728,72,25,"hectic, hasty ","hectic, hasty, ",2018-04-05 13:06:20,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
782,73,25,dizzying,dizzying - (i like it),2018-04-05 15:14:00,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
899,86,25,"gimmicky, pre-formulated","gimmicky, pre-formulated",2018-04-10 11:16:54,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
931,89,25,passionate,passionate,2018-04-13 19:10:51,1.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1012,100,25,has_a_direction,Has a direction,2018-04-19 09:43:54,1.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1049,101,25,natural,natural,2018-04-19 11:54:57,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1066,102,25,odd,sonderbar,2018-04-19 14:46:10,0.0,odd,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1090,106,25,"played_like_schubert, a_bit_academic",played like Schubert; a bit academic,2018-04-20 07:34:57,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1257,131,25,"Cut, feeling_of_whole, rising","Cut but with feeling of whole, rising",2018-05-02 22:12:42,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1298,135,25,"hurrying, pushing, makes_clusters","hurrying, pushing, makes clusters",2018-05-14 05:32:49,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1302,136,25,it_seems_like_the_cat_is_chasing_the_mouse,it seems like the cat is chasing the mouse.  ,2018-05-23 22:01:34,1.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1392,146,25,aggressive,aggressive,2018-07-06 12:26:49,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1437,148,25,dangerously,dangerously,2018-07-16 11:04:57,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1527,155,25,"soft_start, shorter_notes, sparkling, heavier, last_two_notes_very_considered","soft start, then shorter notes, sparkling but heavier than 2, last two notes very cosidered",2018-08-23 19:14:10,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1531,155,25,emphatic,emphatically,2018-08-26 10:09:57,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1577,157,25,correct_classical_reading,Correct classical reading,2018-08-29 14:20:34,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1649,161,25,worried,worried,2018-10-06 20:36:22,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
1835,181,25,acutely,acutely,2019-10-14 07:19:52,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
2031,192,25,"nebulous, sharp, with_a_sense_of_direction, a_bit_hurried","nebulous but sharp, with a sense of direction but a bit hurried",2020-03-31 18:02:13,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
2074,194,25,"dry, clean, interesting","dry, clean, interesting",2020-03-31 18:47:42,0.0,,Brendel,liszt,25_6_2_1_Liszt_Brendel_Cut1_00.53-01.20
107,7,26,"playful, dramatic, unpredictable","playful, dramatic, unpredictable",2018-02-16 14:26:05,,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
139,10,26,ascending,ascending,2018-02-19 07:45:40,,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
174,16,26,fantastic,fantastic,2018-03-04 13:46:56,,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
379,46,26,agitated,взволнованная,2018-03-25 12:51:06,0.0,agitated,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
430,47,26,"fast, frenetic, dreamy, jokey ","Fast, frenetic, dreamy, jokey ",2018-03-26 15:40:05,1.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
444,49,26,"perceptible_soul, urging, differentiated, round, clear, tingling","Seele spürbar, drängend,  differenziert, rund, klar, prickelnd",2018-03-29 19:14:49,1.0,"perceptible_soul, urging, differentiated, round, clear, tingling",Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
527,50,26,"expressive, playful","expressive, playful",2018-04-01 12:07:13,1.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
658,66,26,"mysterious, agitated, fast","mysterious, agitated, fast",2018-04-05 06:28:59,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
675,71,26,urgent,urgent,2018-04-05 10:04:03,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
729,72,26,"blurred, imprecise","blurred, imprecise",2018-04-05 13:06:20,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
783,73,26,builds_nicely,builds nicely,2018-04-05 15:14:00,1.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
900,86,26,"random, computational","random, computational",2018-04-10 11:16:54,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
932,89,26,"fast, passionate",fast and passionate,2018-04-13 19:10:51,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1013,100,26,too_impressionistic,Too impressionistic ,2018-04-19 09:43:54,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1050,101,26,"damped, hidden","damped, hidden",2018-04-19 11:54:57,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1067,102,26,"restless, hasty","unruhig, hastig",2018-04-19 14:46:10,0.0,"restless, hasty",Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1091,106,26,"mysterioso, very_expressive, utilizing_a_wide_range_of_dynamics","mysterioso, very expressive, utilizing a wide range of dynamics",2018-04-20 07:34:57,1.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1258,131,26,"mystic, really_unexpected, unveiling, fast, virtuosic","Mystic, really unexpected, unveiling fast, virtuostic",2018-05-02 22:12:42,1.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
1299,135,26,"expressive, hurrying, like_a_tempest","expressive, hurrying, like a tempest",2018-05-14 05:32:49,0.0,,Katsaris,liszt,26_6_3_1_Liszt_Katsaris_Cut1_00.51-01.19
